nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x ,Relbow_y,Rwrist_x,RWrist_y ,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y ,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y ,REye_x,REye_y,LEye_x,LEye_y ,REar_x,REar_y,LEar_x,Lear_y,class
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.79,0.78,0.81,0.91,0.74,0.44,0.76,0.44,0.74,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.74,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.79,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.74,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.79,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.74,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.74,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.79,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.74,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.79,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.74,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.79,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.74,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.79,0.78,0.81,0.91,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.79,0.78,0.81,0.91,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.79,0.78,0.81,0.91,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.79,0.78,0.81,0.91,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.91,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.67,0.74,0.78,0.74,0.89,0.78,0.65,0.79,0.78,0.81,0.91,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.44,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.79,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.91,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.74,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.67,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.91,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.44,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.78,0.65,0.73,0.67,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.78,0.5,0.78,0.59,0.78,0.65,0.73,0.67,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.81,0.91,0.74,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.67,0.73,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.73,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.46,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.67,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.67,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.67,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.67,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.46,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.71,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.72,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.71,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.73,0.78,0.74,0.89,0.77,0.65,0.77,0.78,0.79,0.89,0.73,0.46,0.74,0.44,0.72,0.46,0.76,0.46,0
0.73,0.46,0.74,0.52,0.71,0.52,0.71,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.73,0.78,0.74,0.89,0.77,0.65,0.77,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.72,0.46,0.76,0.46,0
0.73,0.46,0.74,0.52,0.71,0.52,0.71,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.67,0.73,0.78,0.74,0.89,0.77,0.65,0.77,0.78,0.79,0.89,0.73,0.46,0.74,0.44,0.72,0.46,0.76,0.46,0
0.73,0.46,0.74,0.52,0.71,0.52,0.71,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.73,0.78,0.74,0.89,0.77,0.65,0.77,0.78,0.79,0.89,0.73,0.46,0.74,0.44,0.72,0.46,0.76,0.46,0
0.73,0.46,0.74,0.52,0.71,0.52,0.71,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.67,0.73,0.78,0.74,0.89,0.77,0.65,0.77,0.78,0.79,0.89,0.73,0.46,0.74,0.44,0.72,0.46,0.76,0.46,0
0.73,0.46,0.74,0.52,0.71,0.52,0.71,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.73,0.78,0.74,0.89,0.77,0.65,0.77,0.78,0.79,0.89,0.73,0.46,0.74,0.44,0.72,0.46,0.76,0.46,0
0.73,0.46,0.74,0.52,0.71,0.52,0.71,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.73,0.78,0.74,0.89,0.77,0.65,0.77,0.78,0.79,0.89,0.73,0.46,0.74,0.44,0.72,0.46,0.76,0.46,0
0.73,0.46,0.74,0.52,0.71,0.52,0.71,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.67,0.73,0.78,0.74,0.89,0.77,0.65,0.77,0.78,0.79,0.89,0.73,0.46,0.74,0.44,0.72,0.46,0.76,0.46,0
0.73,0.46,0.73,0.52,0.71,0.52,0.71,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.67,0.73,0.78,0.74,0.89,0.77,0.65,0.77,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.72,0.46,0.74,0.46,0
0.73,0.46,0.73,0.52,0.71,0.52,0.7,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.72,0.67,0.73,0.78,0.74,0.89,0.76,0.65,0.77,0.78,0.79,0.89,0.73,0.46,0.73,0.44,0.72,0.46,0.74,0.46,0
0.73,0.46,0.73,0.52,0.71,0.52,0.7,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.72,0.65,0.73,0.78,0.74,0.89,0.76,0.65,0.77,0.78,0.78,0.89,0.73,0.46,0.73,0.44,0.72,0.46,0.74,0.46,0
0.73,0.46,0.73,0.52,0.71,0.52,0.7,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.77,0.65,0.72,0.65,0.73,0.78,0.74,0.89,0.76,0.65,0.77,0.78,0.78,0.89,0.73,0.46,0.73,0.44,0.72,0.46,0.74,0.46,0
0.73,0.46,0.73,0.52,0.71,0.52,0.7,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.72,0.65,0.73,0.78,0.74,0.89,0.76,0.65,0.77,0.78,0.78,0.89,0.73,0.46,0.73,0.44,0.72,0.46,0.74,0.46,0
0.73,0.46,0.73,0.52,0.71,0.52,0.71,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.72,0.65,0.73,0.78,0.74,0.89,0.76,0.65,0.77,0.78,0.78,0.89,0.73,0.46,0.73,0.44,0.72,0.46,0.74,0.46,0
0.73,0.46,0.74,0.52,0.71,0.52,0.71,0.59,0.71,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.67,0.73,0.78,0.74,0.89,0.77,0.65,0.77,0.78,0.78,0.89,0.73,0.46,0.74,0.44,0.72,0.46,0.76,0.46,0
0.73,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.77,0.78,0.78,0.89,0,0,0.74,0.44,0.73,0.46,0.76,0.46,0
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.77,0.78,0.78,0.89,0.73,0.46,0.74,0.44,0.73,0.46,0.76,0.44,0
0.74,0.46,0.76,0.5,0.73,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.78,0.89,0.74,0.44,0.76,0.44,0,0,0.77,0.44,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.67,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.67,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.56,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.67,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.57,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.56,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.67,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.67,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.67,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.67,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.6,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
0.56,0.46,0.56,0.52,0.54,0.52,0.52,0.61,0.54,0.65,0.6,0.52,0.61,0.61,0.6,0.67,0.55,0.67,0.55,0.81,0.56,0.91,0.59,0.67,0.59,0.81,0.6,0.91,0.56,0.44,0.56,0.44,0.55,0.46,0.57,0.46,0
